Rank,Title,Type,Premiere,Genre,Watchtime,Watchtime in Million
6467,Kevin Hart: Irresponsible,Movie,2019.0,Comedy,"1,700,000",1.7M
6470,Dune,Movie,1984.0,Science Fiction,"1,700,000",1.7M
6471,Kings of Mulberry Street: Let Love Reign,Movie,2023.0,Adventure,"1,700,000",1.7M
6472,Battle of the Year,Movie,2013.0,Drama,"1,700,000",1.7M
6473,Living,Movie,2022.0,Drama,"1,700,000",1.7M
6475,Escape from Planet Earth,Movie,2013.0,Animation,"1,700,000",1.7M
6477,Bis,Movie,2015.0,Comedy,"1,700,000",1.7M
6479,Forsaken,Movie,2015.0,Western,"1,700,000",1.7M
6480,Bombshell,Movie,2019.0,Drama,"1,700,000",1.7M
6481,Gangs of Wasseypur – Part 1,Movie,2012.0,Crime,"1,700,000",1.7M
6482,Book Club,Movie,2018.0,Comedy,"1,700,000",1.7M
6483,BrightBurn,Movie,2019.0,Horror,"1,700,000",1.7M
6484,Bring It On: Fight to the Finish,Movie,2009.0,Comedy,"1,700,000",1.7M
6486,Walking Tall,Movie,2004.0,Action,"1,600,000",1.6M
6487,Warrior,Movie,2011.0,Drama,"1,600,000",1.6M
6489,Sur la piste du Marsupilami,Movie,2012.0,Adventure,"1,600,000",1.6M
6491,Everest,Movie,2015.0,Drama,"1,600,000",1.6M
6492,Initial D,Movie,2005.0,Action,"1,600,000",1.6M
6493,Carrie,Movie,2013.0,Horror,"1,600,000",1.6M
6494,Lost Paradise,Movie,2016.0,Drama,"1,600,000",1.6M
6497,Son of the South,Movie,2021.0,Biography,"1,600,000",1.6M
6498,Loving Pablo,Movie,2018.0,Biography,"1,600,000",1.6M
6499,Invader ZIM: Enter the Florpus,Movie,2019.0,Animation,"1,600,000",1.6M
6500,Sputnik,Movie,2013.0,Adventure,"1,600,000",1.6M
6502,Check the Store Next Door 2,Movie,2022.0,Comedy,"1,600,000",1.6M
6503,Luccas Neto in: Summer Camp 2,Movie,2020.0,Comedy,"1,600,000",1.6M
6504,Nate Bargatze: The Greatest Average American,Movie,2021.0,Stand-Up,"1,600,000",1.6M
6505,137 Shots,Movie,2021.0,Documentary,"1,600,000",1.6M
6506,42,Movie,2013.0,Biography,"1,600,000",1.6M
6507,"Oh, Ramona!",Movie,2019.0,Comedy,"1,600,000",1.6M
6508,Feo pero Sabroso,Movie,2019.0,Comedy,"1,600,000",1.6M
6511,Only the Brave,Movie,2017.0,Drama,"1,600,000",1.6M
6512,A California Christmas: City Lights,Movie,2021.0,Comedy,"1,600,000",1.6M
6513,Alemao,Movie,2014.0,Action,"1,600,000",1.6M
6514,Chef,Movie,2014.0,Comedy,"1,600,000",1.6M
6516,Angel Falls Christmas,Movie,2021.0,Romance,"1,600,000",1.6M
6524,Fireplace 4K: Classic Crackling Fireplace from Fireplace for Your Home,Movie,2015.0,Documentary,"1,600,000",1.6M
6526,Beirut,Movie,2018.0,Thriller,"1,600,000",1.6M
6528,Belli ciao,Movie,2022.0,Comedy,"1,600,000",1.6M
6530,Bert Kreischer: Secret Time,Movie,2018.0,Stand-Up,"1,600,000",1.6M
6531,Bill Burr: Paper Tiger,Movie,2019.0,Stand-Up,"1,600,000",1.6M
6536,Jab We Met,Movie,2007.0,Comedy,"1,600,000",1.6M
6541,Body of Lies,Movie,2008.0,Action,"1,600,000",1.6M
6542,Jiu Jitsu,Movie,2020.0,Action,"1,600,000",1.6M
6545,Child of Kamiari Month,Movie,2021.0,Animation,"1,600,000",1.6M
6546,Paskal,Movie,2018.0,Drama,"1,600,000",1.6M
6547,First Match,Movie,2018.0,Drama,"1,600,000",1.6M
6548,Teenage Mutant Ninja Turtles: Out of the Shadows,Movie,2016.0,Superhero,"1,600,000",1.6M
6549,John Mulaney: Kid Gorgeous at Radio City,Movie,2018.0,Comedy,"1,600,000",1.6M
6550,Perfectos desconocidos,Movie,2018.0,Comedy,"1,600,000",1.6M
6552,Miami Vice,Movie,2006.0,Action,"1,600,000",1.6M
6556,The Addams Family,Movie,1991.0,Comedy,"1,600,000",1.6M
6557,Clinical,Movie,2017.0,Thriller,"1,600,000",1.6M
6558,Gimme Shelter,Movie,2013.0,Drama,"1,600,000",1.6M
6559,Knocked Up,Movie,2007.0,Comedy,"1,600,000",1.6M
6561,The Alpinist,Movie,2021.0,Documentary,"1,600,000",1.6M
6564,Midnight Swan,Movie,2020.0,Drama,"1,600,000",1.6M
6565,Project X,Movie,2012.0,Crime,"1,600,000",1.6M
6567,The Four of Us,Movie,2021.0,Comedy,"1,600,000",1.6M
6569,Mirrors,Movie,2008.0,Horror,"1,600,000",1.6M
6571,Godzilla,Movie,2014.0,Science Fiction,"1,600,000",1.6M
6572,Gran Torino,Movie,2008.0,Drama,"1,600,000",1.6M
6576,The Lego Movie 2: The Second Part,Movie,2019.0,Animation,"1,600,000",1.6M
6577,Hansan: Rising Dragon,Movie,2022.0,Action,"1,600,000",1.6M
6578,Miss Congeniality 2: Armed and Fabulous,Movie,2005.0,Comedy,"1,600,000",1.6M
6579,The Boy Who Cried Werewolf,Movie,2010.0,Comedy,"1,600,000",1.6M
6580,Let's Go to Prison,Movie,2006.0,Crime,"1,600,000",1.6M
6581,Headshot,Movie,2016.0,Thriller,"1,600,000",1.6M
6584,Ranga Ranga Vaibhavanga,Movie,2022.0,Romance,"1,600,000",1.6M
6587,Montford: The Chickasaw Rancher,Movie,2021.0,Biography,"1,600,000",1.6M
6588,Collectors,Movie,2020.0,Adventure,"1,600,000",1.6M
6590,Motichoor Chaknachoor,Movie,2019.0,Romance,"1,600,000",1.6M
6592,Hellboy,Movie,2004.0,Superhero,"1,600,000",1.6M
6594,The Climb,Movie,2020.0,Comedy,"1,600,000",1.6M
6596,O Vendedor de Sonhos,Movie,2016.0,Drama,"1,600,000",1.6M
6597,RED 2,Movie,2013.0,Action,"1,600,000",1.6M
6598,The Drug King,Movie,2018.0,Drama,"1,600,000",1.6M
6599,The Dry,Movie,2021.0,Crime,"1,600,000",1.6M
6600,Heroes,Movie,1977.0,Comedy,"1,600,000",1.6M
6604,Compadres,Movie,2016.0,Action,"1,600,000",1.6M
6608,The Lucky One,Movie,2012.0,Drama,"1,600,000",1.6M
6611,Coraline,Movie,2009.0,Animation,"1,600,000",1.6M
6615,High & Low: The Worst,Movie,2019.0,Action,"1,600,000",1.6M
6619,Countdown,Movie,2019.0,Horror,"1,600,000",1.6M
6620,Sherlock Holmes: A Game of Shadows,Movie,2011.0,Crime,"1,600,000",1.6M
6621,Silenced,Movie,2011.0,Drama,"1,600,000",1.6M
6623,Daddy's Home,Movie,2015.0,Comedy,"1,600,000",1.6M
6625,Deliver Us from Evil,Movie,2020.0,Action,"1,600,000",1.6M
6626,Agreement,Movie,2022.0,Drama,"1,600,000",1.6M
6627,Snoop Dogg's F*cn Around Comedy Special,Movie,2022.0,Stand-Up,"1,600,000",1.6M
6628,Don't Leave,Movie,2022.0,Drama,"1,600,000",1.6M
6630,Faut pas lui dire,Movie,2017.0,Comedy,"1,600,000",1.6M
6631,The Night Clerk,Movie,2020.0,Thriller,"1,600,000",1.6M
6632,Duplicity,Movie,2009.0,Thriller,"1,600,000",1.6M
6633,So Much Love to Give,Movie,2020.0,Comedy,"1,600,000",1.6M
6637,Zoom,Movie,2006.0,Science Fiction,"1,600,000",1.6M
6639,The Visit,Movie,2015.0,Horror,"1,600,000",1.6M
6640,The Water Horse,Movie,2007.0,Fantasy,"1,600,000",1.6M
6641,The Way Back,Movie,2020.0,Drama,"1,600,000",1.6M
6642,The Wind Rises,Movie,2013.0,Animation,"1,600,000",1.6M
6643,Theera Kaadhal,Movie,2023.0,Drama,"1,600,000",1.6M
6646,Tom Segura: Ball Hog,Movie,2020.0,Stand-Up,"1,600,000",1.6M
6649,Tremors: Shrieker Island,Movie,2020.0,Horror,"1,600,000",1.6M
6650,Under the Amalfi Sun,Movie,2022.0,Comedy,"1,600,000",1.6M
6651,American Pie,Movie,1999.0,Comedy,"1,500,000",1.5M
6652,"Swades: We, the People",Movie,2004.0,Drama,"1,500,000",1.5M
6653,The Swindlers,Movie,2017.0,Crime,"1,500,000",1.5M
6655,Schumacher,Movie,2021.0,Documentary,"1,500,000",1.5M
6657,Tudo por um Pop Star,Movie,2018.0,Comedy,"1,500,000",1.5M
6659,Apocalypse Now,Movie,1979.0,War,"1,500,000",1.5M
6660,Scoob!,Movie,2020.0,Animation,"1,500,000",1.5M
6661,Scooby-Doo,Movie,2002.0,Adventure,"1,500,000",1.5M
6663,The Trapped 13: How We Survived The Thai Cave,Movie,2022.0,Documentary,"1,500,000",1.5M
6665,Middle School: The Worst Years of My Life,Movie,2016.0,Comedy,"1,500,000",1.5M
6668,Shiny_Flakes: The Teenage Drug Lord,Movie,2021.0,Documentary,"1,500,000",1.5M
6669,The Violence Action,Movie,2022.0,Action,"1,500,000",1.5M
6670,Shutter,Movie,2008.0,Horror,"1,500,000",1.5M
6671,The Wasteland,Movie,2021.0,Horror,"1,500,000",1.5M
6672,Small Crimes,Movie,2017.0,Comedy,"1,500,000",1.5M
6674,Snakes on a Plane,Movie,2006.0,Horror,"1,500,000",1.5M
6676,Missing Link,Movie,2019.0,Animation,"1,500,000",1.5M
6681,The Zookeeper's Wife,Movie,2017.0,Drama,"1,500,000",1.5M
6684,Soof 3,Movie,2022.0,Comedy,"1,500,000",1.5M
6685,Thirteen,Movie,2003.0,Drama,"1,500,000",1.5M
6690,Take the 10,Movie,2017.0,Comedy,"1,500,000",1.5M
6694,Takeover,Movie,2020.0,Comedy,"1,500,000",1.5M
6695,Motherhood,Movie,2022.0,Romance,"1,500,000",1.5M
6697,Too Close For Christmas,Movie,2020.0,Romance,"1,500,000",1.5M
6698,Female Tazza,Movie,2021.0,Crime,"1,500,000",1.5M
6708,Mr. Brooks,Movie,2007.0,Thriller,"1,500,000",1.5M
6709,Murder on the Home Front,Movie,2013.0,Crime,"1,500,000",1.5M
6711,Naam Shabana,Movie,2017.0,Action,"1,500,000",1.5M
6714,The Craft: Legacy,Movie,2020.0,Horror,"1,500,000",1.5M
6716,The Heartbreak Kid,Movie,2007.0,Romance,"1,500,000",1.5M
6717,The High Note,Movie,2020.0,Romance,"1,500,000",1.5M
6718,Battle: Freestyle,Movie,2022.0,Drama,"1,500,000",1.5M
6719,The Last Samurai,Movie,2003.0,History,"1,500,000",1.5M
6720,The Masked Scammer,Movie,2022.0,Documentary,"1,500,000",1.5M
6721,Ghost in the Shell,Movie,2017.0,Science Fiction,"1,500,000",1.5M
6723,The Postcard Killings,Movie,2020.0,Crime,"1,500,000",1.5M
6725,Jab Harry Met Sejal,Movie,2017.0,Comedy,"1,500,000",1.5M
6726,The Resistance Banker,Movie,2018.0,War,"1,500,000",1.5M
6727,Jackass 3.5,Movie,2011.0,Comedy,"1,500,000",1.5M
6728,Jeff Dunham: Beside Himself,Movie,2019.0,Stand-Up,"1,500,000",1.5M
6730,John Q,Movie,2002.0,Action,"1,500,000",1.5M
6731,Journey to the Center of the Earth,Movie,2008.0,Adventure,"1,500,000",1.5M
6732,Bert Kreischer: The Machine,Movie,2016.0,Stand-Up,"1,500,000",1.5M
6735,Just Another Christmas,Movie,2020.0,Comedy,"1,500,000",1.5M
6737,War Dogs,Movie,2016.0,Biography,"1,500,000",1.5M
6740,The Rise,Movie,2012.0,Thriller,"1,500,000",1.5M
6742,Kids on the Block,Movie,2019.0,Comedy,"1,500,000",1.5M
6750,Crazy About Work,Movie,2018.0,Comedy,"1,500,000",1.5M
6751,Luce,Movie,2019.0,Drama,"1,500,000",1.5M
6753,Why Did You Kill Me?,Movie,2021.0,Documentary,"1,500,000",1.5M
6757,Nitham Oru Vaanam,Movie,2022.0,Drama,"1,500,000",1.5M
6760,Brahms: The Boy II,Movie,2020.0,Horror,"1,500,000",1.5M
6762,Buddy Games,Movie,2019.0,Comedy,"1,500,000",1.5M
6766,Chris Rock Total Blackout: The Tamborine Extended Cut,Movie,2021.0,Stand-Up,"1,500,000",1.5M
6767,Christmas Crossfire,Movie,2020.0,Crime,"1,500,000",1.5M
6768,Clemency,Movie,2019.0,Drama,"1,500,000",1.5M
6769,No Man of God,Movie,2021.0,Biography,"1,500,000",1.5M
6771,Nontan: Collection,Movie,,,"1,500,000",1.5M
6773,"Hello, Universe!",Movie,2023.0,Drama,"1,500,000",1.5M
6778,Hot Fuzz,Movie,2007.0,Action,"1,500,000",1.5M
6779,ONI: Thunder God's Tale,Movie,2022.0,Animation,"1,500,000",1.5M
6780,Operation Christmas Drop,Movie,2020.0,Comedy,"1,500,000",1.5M
6782,I Believe in Santa,Movie,2022.0,Comedy,"1,500,000",1.5M
6783,The Laws of the Border,Movie,2021.0,Thriller,"1,500,000",1.5M
6784,House of Money,Movie,2022.0,Thriller,"1,500,000",1.5M
6785,Parallel Courses,Movie,2016.0,Drama,"1,500,000",1.5M
6786,In a Valley of Violence,Movie,2016.0,Western,"1,500,000",1.5M
6787,Paranormal Activity: Next of Kin,Movie,2021.0,Horror,"1,500,000",1.5M
6788,In the Earth,Movie,2021.0,Horror,"1,500,000",1.5M
6789,Parmanu: The Story of Pokhran,Movie,2018.0,Drama,"1,500,000",1.5M
6791,Ismael,Movie,2013.0,Drama,"1,500,000",1.5M
6793,It Follows,Movie,2014.0,Horror,"1,500,000",1.5M
6799,Psychokinesis,Movie,2018.0,Science Fiction,"1,500,000",1.5M
6801,Richard Jewell,Movie,2019.0,Biography,"1,500,000",1.5M
6804,Coven,Movie,2021.0,History,"1,500,000",1.5M
6805,Mae Martin: SAP,Movie,2023.0,Comedy,"1,500,000",1.5M
6806,Crazy About Her,Movie,2021.0,Comedy,"1,500,000",1.5M
6808,Dance of the 41,Movie,2021.0,History,"1,500,000",1.5M
6809,The Scorpion King: Rise of a Warrior,Movie,2008.0,Adventure,"1,500,000",1.5M
6814,Did You Hear About the Morgans?,Movie,2009.0,Comedy,"1,500,000",1.5M
6816,Disappearance at Clifton Hill,Movie,2020.0,Thriller,"1,500,000",1.5M
6818,Doctor Sleep,Movie,2019.0,Horror,"1,500,000",1.5M
6819,Dragons: Rescue Riders: Huttsgalor Holiday,Movie,2020.0,Animation,"1,500,000",1.5M
6821,Marnie,Movie,1964.0,Thriller,"1,500,000",1.5M
6822,The Speed Cubers,Movie,2020.0,Documentary,"1,500,000",1.5M
6827,The Stand at Paxton County,Movie,2020.0,Thriller,"1,500,000",1.5M
6828,Atomic Blonde,Movie,2017.0,Action,"1,500,000",1.5M
6829,Men in Black 3,Movie,2012.0,Science Fiction,"1,500,000",1.5M
6832,El Camino Christmas,Movie,2017.0,Comedy,"1,500,000",1.5M
6835,Run All Night,Movie,2015.0,Action,"1,500,000",1.5M
6836,A Beautiful Day in the Neighborhood,Movie,2019.0,Drama,"1,500,000",1.5M
6839,The Stand In,Movie,2020.0,Comedy,"1,500,000",1.5M
6843,Sabrina,Movie,1995.0,Romance,"1,500,000",1.5M
6845,Sara's Notebook,Movie,2018.0,Thriller,"1,500,000",1.5M
6846,Aliens in the Attic,Movie,2009.0,Animation,"1,500,000",1.5M
6849,Loving,Movie,2017.0,Drama,"1,500,000",1.5M
6851,Ambulance,Movie,2022.0,Action,"1,500,000",1.5M
6852,Get Hard,Movie,2015.0,Comedy,"1,500,000",1.5M
6855,Kevin Hart: What Now ?,Movie,2016.0,Comedy,"1,400,000",1.4M
6856,"Roxanne, Roxanne",Movie,2017.0,Biography,"1,400,000",1.4M
6858,Runaway Jury,Movie,2003.0,Drama,"1,400,000",1.4M
6861,Legend Quest: The Legend of the Guanajuato Mummies,Movie,2014.0,Animation,"1,400,000",1.4M
6862,Scream,Movie,1996.0,Horror,"1,400,000",1.4M
6863,Lady Driver,Movie,2020.0,Sports,"1,400,000",1.4M
6865,Sightless,Movie,2020.0,Thriller,"1,400,000",1.4M
6866,Soft & Quiet,Movie,2022.0,Drama,"1,400,000",1.4M
6868,Star Trek Beyond,Movie,2016.0,Science Fiction,"1,400,000",1.4M
6872,Talaash,Movie,2012.0,Crime,"1,400,000",1.4M
6873,Tales from Earthsea,Movie,2006.0,Animation,"1,400,000",1.4M
6874,Tamasha,Movie,2015.0,Romance,"1,400,000",1.4M
6875,Taximetriști,Movie,2023.0,Comedy,"1,400,000",1.4M
6876,Tazza: The High Rollers,Movie,2006.0,Crime,"1,400,000",1.4M
6878,Babenco: Tell Me When I Die,Movie,2020.0,Comedy,"1,400,000",1.4M
6880,Wolkenbruch's Wondrous Journey Into the Arms of a Shiksa,Movie,2018.0,Comedy,"1,400,000",1.4M
6882,Leave No Trace,Movie,2018.0,Drama,"1,400,000",1.4M
6887,The Devil Below,Movie,2021.0,Horror,"1,400,000",1.4M
6888,Little Fockers,Movie,2010.0,Comedy,"1,400,000",1.4M
6889,The Endless Trench,Movie,2019.0,War,"1,400,000",1.4M
6890,"Live Twice, Love Once",Movie,2019.0,Comedy,"1,400,000",1.4M
6894,Luccas Neto em: Uma Babá Muito Esquisita,Movie,2019.0,Comedy,"1,400,000",1.4M
6895,The Forgotten,Movie,2004.0,Thriller,"1,400,000",1.4M
6896,The Goldfish,Movie,2019.0,Comedy,"1,400,000",1.4M
6897,Luccas Neto in: Children's Day,Movie,2019.0,Adventure,"1,400,000",1.4M
6898,The Happytime Murders,Movie,2018.0,Comedy,"1,400,000",1.4M
6899,Ludo,Movie,2020.0,Crime,"1,400,000",1.4M
6900,Mad Money,Movie,2008.0,Comedy,"1,400,000",1.4M
6901,The Hows of Us,Movie,2018.0,Drama,"1,400,000",1.4M
6902,The Hunt for Red October,Movie,1990.0,Action,"1,400,000",1.4M
6903,Maixabel,Movie,2021.0,Drama,"1,400,000",1.4M
6904,The Kindness of Strangers,Movie,2019.0,Drama,"1,400,000",1.4M
6905,Malang,Movie,2020.0,Action,"1,400,000",1.4M
6907,The Last Days,Movie,1998.0,Documentary,"1,400,000",1.4M
6909,The Last Dolphin King,Movie,2022.0,Documentary,"1,400,000",1.4M
6912,The Last of the Mohicans,Movie,1992.0,Adventure,"1,400,000",1.4M
6913,Brothers,Movie,2009.0,Drama,"1,400,000",1.4M
6915,The Last Paradiso,Movie,2021.0,Drama,"1,400,000",1.4M
6916,Carol,Movie,2015.0,Drama,"1,400,000",1.4M
6917,Midnight in Paris,Movie,2011.0,Drama,"1,400,000",1.4M
6918,Caught by a Wave,Movie,2021.0,Romance,"1,400,000",1.4M
6921,Midnight Runners,Movie,2017.0,Comedy,"1,400,000",1.4M
6922,The Lincoln Lawyer,Movie,2011.0,Drama,"1,400,000",1.4M
6923,The Little Hours,Movie,2017.0,Comedy,"1,400,000",1.4M
6924,Crayon Shin-chan: Very Tasty! B-class Gourmet Survival!!,Movie,2013.0,Animation,"1,400,000",1.4M
6927,Date Movie,Movie,2006.0,Comedy,"1,400,000",1.4M
6929,Dead in Tombstone,Movie,2013.0,Western,"1,400,000",1.4M
6930,The Meddler,Movie,2016.0,Comedy,"1,400,000",1.4M
6931,Deep Impact,Movie,1998.0,Science Fiction,"1,400,000",1.4M
6932,Dhamaka,Movie,2020.0,Comedy,"1,400,000",1.4M
6934,Dil Chahta Hai,Movie,2001.0,Comedy,"1,400,000",1.4M
6935,Doing Hard Time,Movie,2004.0,Drama,"1,400,000",1.4M
6937,Doraemon: Nobita's Chronicle of the Moon Exploration,Movie,2019.0,Animation,"1,400,000",1.4M
6938,Ever After High: Spring Unsprung,Movie,2015.0,Animation,"1,400,000",1.4M
6943,The Ottoman Lieutenant,Movie,2017.0,Romance,"1,400,000",1.4M
6945,The Painted Veil,Movie,2006.0,Romance,"1,400,000",1.4M
6947,Monster High: Haunted,Movie,2015.0,Animation,"1,400,000",1.4M
6948,The Reader,Movie,2008.0,Drama,"1,400,000",1.4M
6949,Moonfall,Movie,2022.0,Science Fiction,"1,400,000",1.4M
6951,The Seventh Day,Movie,2021.0,Horror,"1,400,000",1.4M
6955,The Shack,Movie,2017.0,Drama,"1,400,000",1.4M
6958,My Father's Violin,Movie,2022.0,Drama,"1,400,000",1.4M
6959,The Subtle Art of Not Giving a #@%!,Movie,2023.0,Documentary,"1,400,000",1.4M
6961,"tick, tick... BOOM!",Movie,2021.0,Drama,"1,400,000",1.4M
6962,10 Cloverfield Lane,Movie,2016.0,Science Fiction,"1,400,000",1.4M
6966,Nausicaä of the Valley of the Wind,Movie,1984.0,Animation,"1,400,000",1.4M
6968,Trailer Park Boys: The Movie,Movie,2006.0,Comedy,"1,400,000",1.4M
6970,One Night in Bangkok,Movie,2020.0,Action,"1,400,000",1.4M
6971,Travelin' Band: Creedence Clearwater Revival at the Royal Albert Hall,Movie,2022.0,Documentary,"1,400,000",1.4M
6975,Perfect Bid: The Contestant Who Knew Too Much,Movie,2017.0,Documentary,"1,400,000",1.4M
6976,True: Tricky Treat Day,Movie,2019.0,Animation,"1,400,000",1.4M
6980,Turkish for Beginners,Movie,2012.0,Adventure,"1,400,000",1.4M
6981,Possessed,Movie,2022.0,Horror,"1,400,000",1.4M
6983,Abducted in Plain Sight,Movie,2017.0,Documentary,"1,400,000",1.4M
6987,Under Siege,Movie,1992.0,Action,"1,400,000",1.4M
6989,"Ai Kai, Wat Chedi Boy",Movie,2023.0,Thriller,"1,400,000",1.4M
6990,Upin & Ipin: Keris Siamang Tunggal,Movie,2019.0,Animation,"1,400,000",1.4M
6991,Ali Wong: Don Wong,Movie,2022.0,Stand-Up,"1,400,000",1.4M
6992,All My Friends Are Dead,Movie,2020.0,Comedy,"1,400,000",1.4M
6993,Along with the Gods: The Two Worlds,Movie,2017.0,Fantasy,"1,400,000",1.4M
6994,Andhadhun,Movie,2018.0,Crime,"1,400,000",1.4M
6997,Forever Rich,Movie,2021.0,Crime,"1,400,000",1.4M
6998,Pride and Prejudice and Zombies,Movie,2016.0,Horror,"1,400,000",1.4M
6999,Four to Dinner,Movie,2022.0,Comedy,"1,400,000",1.4M
7001,Franco Escamilla: Bienvenido al Mundo,Movie,2019.0,Comedy,"1,400,000",1.4M
7002,Franco Escamilla: For the Anecdote,Movie,2018.0,Comedy,"1,400,000",1.4M
7003,Freedomland,Movie,2006.0,Thriller,"1,400,000",1.4M
7004,Priest,Movie,2011.0,Science Fiction,"1,400,000",1.4M
7005,Fujii Kaze Love All Serve All Stadium Live,Movie,2023.0,Concerts,"1,400,000",1.4M
7008,Gangs of Wasseypur - Part 2,Movie,2012.0,Crime,"1,400,000",1.4M
7009,Psycho,Movie,1960.0,Horror,"1,400,000",1.4M
7013,Get Carter,Movie,2000.0,Action,"1,400,000",1.4M
7015,What the Health,Movie,2017.0,Documentary,"1,400,000",1.4M
7017,When Angels Sleep,Movie,2018.0,Thriller,"1,400,000",1.4M
7019,Queen & Slim,Movie,2019.0,Drama,"1,400,000",1.4M
7020,When the Game Stands Tall,Movie,2014.0,Drama,"1,400,000",1.4M
7023,Woodlawn,Movie,2015.0,Drama,"1,400,000",1.4M
7025,Radhe Shyam,Movie,2022.0,Drama,"1,400,000",1.4M
7026,Till Luck Do Us: Part 3,Movie,2015.0,Comedy,"1,400,000",1.4M
7029,Baaghi,Movie,2016.0,Action,"1,400,000",1.4M
7030,Hannah Gadsby: Something Special,Movie,2023.0,Stand-Up,"1,400,000",1.4M
7033,Baazaar,Movie,2018.0,Crime,"1,400,000",1.4M
7038,HollyBlood,Movie,2022.0,Comedy,"1,400,000",1.4M
7040,Holy Goalie,Movie,2018.0,Comedy,"1,400,000",1.4M
7042,Bayi Ajaib,Movie,2023.0,Horror,"1,400,000",1.4M
7045,Your Eyes Tell,Movie,2020.0,Romance,"1,400,000",1.4M
7046,Belzebuth,Movie,2019.0,Horror,"1,400,000",1.4M
7049,RED,Movie,2010.0,Action,"1,400,000",1.4M
7050,Zwanger & Co,Movie,2022.0,Comedy,"1,400,000",1.4M
7051,Berlin Syndrome,Movie,2017.0,Thriller,"1,400,000",1.4M
7053,Red Eye,Movie,2005.0,Thriller,"1,400,000",1.4M
7055,Rekha,Movie,2023.0,Drama,"1,400,000",1.4M
7056,The Son of Bigfoot,Movie,2017.0,Animation,"1,400,000",1.4M
7057,Riphagen The Untouchable,Movie,2016.0,War,"1,400,000",1.4M
7058,Bill Burr: I'm Sorry You Feel That Way,Movie,2014.0,Stand-Up,"1,400,000",1.4M
7059,Birth of the Dragon,Movie,2017.0,Action,"1,400,000",1.4M
7061,Bliss,Movie,1997.0,Drama,"1,400,000",1.4M
7062,River Runs Red,Movie,2018.0,Thriller,"1,400,000",1.4M
7065,RocknRolla,Movie,2008.0,Thriller,"1,400,000",1.4M
7066,"Romina, VTM",Movie,2023.0,Comedy,"1,400,000",1.4M
7069,Hostage House,Movie,2021.0,Thriller,"1,400,000",1.4M
7070,Hotel Mumbai,Movie,2019.0,Drama,"1,400,000",1.4M
7072,I Don't Know How She Does It,Movie,2011.0,Comedy,"1,400,000",1.4M
7074,Imagine That,Movie,2009.0,Fantasy,"1,400,000",1.4M
7076,Jigsaw,Movie,2017.0,Horror,"1,400,000",1.4M
7081,GoodFellas,Movie,1990.0,Drama,"1,300,000",1.3M
7082,The Tree of Blood,Movie,2018.0,Drama,"1,300,000",1.3M
7086,Think Like a Dog,Movie,2020.0,Comedy,"1,300,000",1.3M
7087,Play Misty for Me,Movie,1971.0,Drama,"1,300,000",1.3M
7090,Mona Lisa Smile,Movie,2003.0,Comedy,"1,300,000",1.3M
7091,Monster Hunter: Legends of the Guild,Movie,2021.0,Animation,"1,300,000",1.3M
7094,Green Lantern,Movie,2011.0,Superhero,"1,300,000",1.3M
7096,Hooligans,Movie,2005.0,Drama,"1,300,000",1.3M
7101,Mr. & Mrs. Smith,Movie,2005.0,Action,"1,300,000",1.3M
7103,Murder by the Coast,Movie,2021.0,Documentary,"1,300,000",1.3M
7105,My Boyfriend in Orange,Movie,2022.0,Romance,"1,300,000",1.3M
7106,Untold: Operation Flagrant Foul,Movie,2022.0,Documentary,"1,300,000",1.3M
7107,Guru,Movie,2007.0,Biography,"1,300,000",1.3M
7108,The Dark Tower,Movie,2017.0,Science Fiction,"1,300,000",1.3M
7109,Untold: The Rise and Fall of AND1,Movie,2022.0,Documentary,"1,300,000",1.3M
7110,The Darkness,Movie,2016.0,Horror,"1,300,000",1.3M
7114,Valentine's Day,Movie,2010.0,Comedy,"1,300,000",1.3M
7115,Honey Girls,Movie,2021.0,Comedy,"1,300,000",1.3M
7117,Vampire Academy,Movie,2014.0,Fantasy,"1,300,000",1.3M
7120,The Dead Don't Die,Movie,2019.0,Comedy,"1,300,000",1.3M
7121,Public Enemies,Movie,2009.0,Crime,"1,300,000",1.3M
7123,Violet Evergarden: The Movie,Movie,2020.0,Animation,"1,300,000",1.3M
7125,The Devil's Advocate,Movie,1997.0,Thriller,"1,300,000",1.3M
7126,Walk of Shame,Movie,2014.0,Comedy,"1,300,000",1.3M
7127,Almost Pyaar with DJ Mohabbat,Movie,2023.0,Drama,"1,300,000",1.3M
7129,Hum Aapke Hain Koun,Movie,1994.0,Comedy,"1,300,000",1.3M
7134,What to Expect When You're Expecting,Movie,2012.0,Romance,"1,300,000",1.3M
7135,Insurgent,Movie,2015.0,Science Fiction,"1,300,000",1.3M
7136,Sir,Movie,2018.0,Drama,"1,300,000",1.3M
7138,Jaadugar,Movie,2022.0,Comedy,"1,300,000",1.3M
7139,The Entitled,Movie,2022.0,Comedy,"1,300,000",1.3M
7141,American Psycho,Movie,2000.0,Thriller,"1,300,000",1.3M
7142,Jingle Jangle: A Christmas Journey,Movie,2020.0,Musical,"1,300,000",1.3M
7145,Jungleland,Movie,2020.0,Drama,"1,300,000",1.3M
7148,Anchor,Movie,2019.0,Drama,"1,300,000",1.3M
7150,The Fable,Movie,2019.0,Action,"1,300,000",1.3M
7153,Schindler's List,Movie,1993.0,Drama,"1,300,000",1.3M
7154,Anek,Movie,2022.0,Crime,"1,300,000",1.3M
