Rank,Title,Type,Premiere,Genre,Watchtime_M
3966,Venom: Let There Be Carnage,Movie,2021.0,Superhero,4.3
3967,Wasp Network,Movie,2020.0,Drama,4.3
3968,Wendell & Wild,Movie,2022.0,Animation,4.3
3969,Yakitori: Soldiers of Misfortune,Movie,2023.0,Animation,4.3
3970,Nanny McPhee and the Big Bang,Movie,2010.0,Comedy,4.2
3971,Night in Paradise,Movie,2020.0,Crime,4.2
3972,Peninsula,Movie,2020.0,Horror,4.2
3976,Sniper: Rogue Mission,Movie,2022.0,Action,4.2
3980,Doraemon: Stand by Me Doraemon,Movie,2014.0,Animation,4.2
3983,The Poison Rose,Movie,2019.0,Thriller,4.2
3984,The Purge: Anarchy,Movie,2014.0,Horror,4.2
3985,The Wandering Earth,Movie,2019.0,Science Fiction,4.2
3987,True Memoirs of an International Assassin,Movie,2016.0,Comedy,4.2
3989,Vanquish,Movie,2021.0,Thriller,4.2
3992,Without Saying Goodbye,Movie,2022.0,Comedy,4.2
3993,xXx,Movie,2002.0,Action,4.2
3994,18 Pages,Movie,2022.0,Romance,4.2
3995,7 Prisoners,Movie,2021.0,Thriller,4.2
3996,After We Collided,Movie,2020.0,Romance,4.2
3998,Baahubali 2: The Conclusion,Movie,2017.0,Action,4.2
4004,Chennai Express,Movie,2013.0,Comedy,4.2
4006,Constantine,Movie,2005.0,Superhero,4.2
4010,Fences,Movie,2016.0,Drama,4.2
4016,Green Book,Movie,2018.0,Drama,4.2
4017,Hachi: A Dog's Tale,Movie,2009.0,Drama,4.2
4018,Iratta,Movie,2023.0,Drama,4.2
4020,Jarhead,Movie,2005.0,War,4.2
4021,Kidnapping Stella,Movie,2019.0,Thriller,4.2
4023,Mine,Movie,2016.0,Thriller,4.2
4024,Miracle in Cell No. 7,Movie,2019.0,Drama,4.2
4025,Shaun the Sheep Movie: Farmageddon,Movie,2019.0,Animation,4.1
4026,A Trip to Infinity,Movie,2022.0,Documentary,4.1
4028,Amateur,Movie,2018.0,Drama,4.1
4035,Fear Street: 1666,Movie,2021.0,Horror,4.1
4036,Friendzone,Movie,2021.0,Comedy,4.1
4037,God's Not Dead,Movie,2014.0,Drama,4.1
4038,Golden Shoes,Movie,2015.0,Adventure,4.1
4045,Leprechaun Returns,Movie,2018.0,Comedy,4.1
4047,Mirage,Movie,2018.0,Drama,4.1
4048,My Name Is Mo'Nique,Movie,2023.0,Documentary,4.1
4050,Operation Mayfair,Movie,2023.0,Crime,4.1
4054,Beast,Movie,2022.0,War,4.1
4055,Ready Player One,Movie,2018.0,Science Fiction,4.1
4058,Savages,Movie,2012.0,Crime,4.1
4061,Sooryavanshi,Movie,2021.0,Action,4.1
4062,Surf's Up,Movie,2007.0,Animation,4.1
4065,The Five-Year Engagement,Movie,2012.0,Comedy,4.1
4067,The Last House on the Left,Movie,2009.0,Horror,4.1
4068,The Mask of Zorro,Movie,1998.0,Adventure,4.1
4069,The Mauritanian,Movie,2021.0,Drama,4.1
4070,Nutty Professor II: The Klumps,Movie,2000.0,Comedy,4.1
4071,Waterworld,Movie,1995.0,Science Fiction,4.1
4072,Whiplash,Movie,2014.0,Drama,4.1
4073,Wonder Woman,Movie,2017.0,Superhero,4.1
4075,Zindagi Na Milegi Dobara,Movie,2011.0,Comedy,4.1
4082,The Edge of Seventeen,Movie,2016.0,Comedy,4.0
4085,The Green Mile,Movie,1999.0,Drama,4.0
4086,Hitman's Wife's Bodyguard,Movie,2021.0,Action,4.0
4088,The Laundromat,Movie,2019.0,Comedy,4.0
4089,The Princess Switch: Switched Again,Movie,2020.0,Romance,4.0
4090,The Remains of the Day,Movie,1993.0,Romance,4.0
4093,The Transporter Refueled,Movie,2015.0,Action,4.0
4102,Amigos,Movie,2023.0,Action,4.0
4103,Ballerina,Movie,2016.0,Animation,4.0
4104,Barbie and the Diamond Castle,Movie,2008.0,Animation,4.0
4105,Barbie: Skipper and the Big Babysitting Adventure,Movie,2023.0,Animation,4.0
4106,Black Island,Movie,2021.0,Thriller,4.0
4111,Christmas on Mistletoe Farm,Movie,2022.0,Comedy,4.0
4112,Death at a Funeral,Movie,2010.0,Comedy,4.0
4114,Fantastic Beasts and Where to Find Them,Movie,2016.0,Fantasy,4.0
4116,First They Killed My Father,Movie,2017.0,Drama,4.0
4118,Girls from Dubai,Movie,2021.0,Drama,4.0
4121,Love Jacked,Movie,2018.0,Comedy,4.0
4122,Made of Honor,Movie,2008.0,Romance,4.0
4124,Mystic River,Movie,2003.0,Thriller,4.0
4126,Next,Movie,2007.0,Science Fiction,4.0
4127,Nope,Movie,2022.0,Horror,4.0
4128,Open Season 2,Movie,2008.0,Animation,4.0
4129,Paddington 2,Movie,2017.0,Adventure,4.0
4130,Paradise Beach,Movie,2019.0,Thriller,4.0
4132,Raees,Movie,2017.0,Thriller,4.0
4133,Redemption Day,Movie,2021.0,Action,4.0
4136,Solace,Movie,2015.0,Thriller,4.0
4137,Space Jam,Movie,1996.0,Comedy,4.0
4138,Space Sweepers,Movie,2021.0,Science Fiction,4.0
4139,A Star is Born,Movie,2018.0,Drama,3.9
4140,Ala Vaikunthapurramuloo,Movie,2020.0,Drama,3.9
4146,Courageous,Movie,2011.0,Drama,3.9
4148,Dad Wanted,Movie,2020.0,Comedy,3.9
4149,Dear John,Movie,2010.0,Romance,3.9
4152,Five Feet Apart,Movie,2019.0,Romance,3.9
4153,Her,Movie,2013.0,Romance,3.9
4156,It's Complicated,Movie,2009.0,Comedy,3.9
4158,Klaus,Movie,2019.0,Animation,3.9
4162,Man of Steel,Movie,2013.0,Superhero,3.9
4166,Revenge,Movie,2018.0,Drama,3.9
4167,Scream,Movie,2022.0,Horror,3.9
4168,Security,Movie,2021.0,Thriller,3.9
4171,Ted 2,Movie,2015.0,Comedy,3.9
4172,The Big Short,Movie,2015.0,Drama,3.9
4173,The Conjuring: The Devil Made Me Do It,Movie,2021.0,Horror,3.9
4174,The Hater,Movie,2020.0,Drama,3.9
4178,The Negotiator,Movie,1998.0,Thriller,3.9
4179,The Open House,Movie,2018.0,Horror,3.9
4180,The Paramedic,Movie,2020.0,Thriller,3.9
4181,The Sting,Movie,1973.0,Crime,3.9
4182,The Two Popes,Movie,2019.0,Drama,3.9
4183,Those Who Wish Me Dead,Movie,2021.0,Western,3.9
4185,Trolls Holiday,Movie,2017.0,Animation,3.9
4186,Trust,Movie,2021.0,Drama,3.9
4187,Uma Quase Dupla,Movie,2018.0,Action,3.9
4191,Wanda Sykes: I’m An Entertainer,Movie,2023.0,Stand-Up,3.9
4194,White Boy,Movie,2017.0,Documentary,3.9
4196,Redemption,Movie,2013.0,Documentary,3.8
4198,Resident Evil,Movie,2002.0,Horror,3.8
4202,School Life,Movie,2020.0,Comedy,3.8
4204,Silverado,Movie,1985.0,Western,3.8
4206,Stronger,Movie,2017.0,Biography,3.8
4210,The Boy Next Door,Movie,2015.0,Thriller,3.8
4211,The Cable Guy,Movie,1996.0,Comedy,3.8
4213,The Invisible Man,Movie,2020.0,Horror,3.8
4214,The Light We Carry: Michelle Obama and Oprah Winfrey,Movie,2023.0,Documentary,3.8
4215,The Meyerowitz Stories,Movie,2017.0,Comedy,3.8
4218,The Roommates Party,Movie,2015.0,Comedy,3.8
4224,1917,Movie,2019.0,War,3.8
4225,A Christmas Miracle for Daisy,Movie,2021.0,Romance,3.8
4226,A Silent Voice,Movie,2016.0,Animation,3.8
4228,All We Had,Movie,2016.0,Drama,3.8
4229,Andrew Santino: Cheeseburger,Movie,2023.0,Stand-Up,3.8
4237,Blue Thunder,Movie,1983.0,Action,3.8
4242,Divergent,Movie,2014.0,Science Fiction,3.8
4243,Elektra,Movie,2005.0,Superhero,3.8
4246,Footloose,Movie,2011.0,Drama,3.8
4247,Ghostbusters,Movie,2016.0,Comedy,3.8
4250,Girls Trip,Movie,2017.0,Comedy,3.8
4253,Hitler: A Career,Movie,1977.0,Documentary,3.8
4257,Ivy + Bean: Doomed to Dance,Movie,2022.0,Adventure,3.8
4258,Jason Bourne,Movie,2016.0,Action,3.8
4259,Level Sixteen,Movie,2018.0,Drama,3.8
4264,My Little Pony: A New Generation: Sing-Along,Movie,2021.0,Animation,3.8
4266,Pelé: Birth of a Legend,Movie,2016.0,Biography,3.8
4267,Qorin,Movie,2022.0,Horror,3.8
4268,Rampage,Movie,2018.0,Adventure,3.8
4269,Jexi,Movie,2019.0,Comedy,3.7
4270,King of Clones,Movie,2023.0,Documentary,3.7
4272,Love and Leashes,Movie,2022.0,Comedy,3.7
4273,Meet Joe Black,Movie,1998.0,Romance,3.7
4274,More the Merrier,Movie,2021.0,Comedy,3.7
4275,Ur spar,Movie,2022.0,Comedy,3.7
4277,Ophelia,Movie,2018.0,Drama,3.7
4279,Revenger,Movie,2018.0,Action,3.7
4281,Rush,Movie,2013.0,Biography,3.7
4285,14 Peaks: Nothing Is Impossible,Movie,2021.0,Documentary,3.7
4287,300,Movie,2006.0,History,3.7
4288,6 Days,Movie,2017.0,Action,3.7
4289,A Bad Moms Christmas,Movie,2017.0,Comedy,3.7
4290,A Classic Horror Story,Movie,2021.0,Horror,3.7
4292,Alpha,Movie,2018.0,Adventure,3.7
4293,The Bank Job,Movie,2008.0,Thriller,3.7
4295,Bad Words,Movie,2013.0,Comedy,3.7
4297,Bartkowiak,Movie,2021.0,Action,3.7
4299,Beyond Skyline,Movie,2017.0,Science Fiction,3.7
4302,The Photographer of Mauthausen,Movie,2018.0,Drama,3.7
4305,The Vow,Movie,2012.0,Romance,3.7
4308,Chaos Walking,Movie,2021.0,Science Fiction,3.7
4309,Child's Play 2,Movie,1990.0,Horror,3.7
4310,Clean,Movie,2022.0,Crime,3.7
4311,Creed,Movie,2015.0,Sports,3.7
4312,Da 5 Bloods,Movie,2020.0,Drama,3.7
4313,Dancing Queens,Movie,2021.0,Comedy,3.7
4314,Dilwale,Movie,2015.0,Drama,3.7
4316,Dirty Dancing,Movie,1987.0,Romance,3.7
4322,DSP,Movie,2022.0,Action,3.7
4324,Eye for an Eye,Movie,2019.0,Thriller,3.7
4326,Geostorm,Movie,2017.0,Thriller,3.7
4329,GodFather,Movie,2022.0,Crime,3.7
4330,Our Souls at Night,Movie,2017.0,Romance,3.7
4333,Halftime,Movie,2022.0,Documentary,3.7
4334,The Wrath of God,Movie,2022.0,Thriller,3.7
4336,Pelé,Movie,2021.0,Documentary,3.7
4339,Unlocked,Movie,2017.0,Action,3.7
4344,You Will Meet a Tall Dark Stranger,Movie,2010.0,Romance,3.7
4348,Kannai Nambathe,Movie,2023.0,Crime,3.6
4351,La Leyenda de la Llorona,Movie,2011.0,Animation,3.6
4352,Land,Movie,2021.0,Adventure,3.6
4355,Legend,Movie,2015.0,Biography,3.6
4356,Back of the Net,Movie,2019.0,Comedy,3.6
4357,Barbie: Spy Squad,Movie,2016.0,Animation,3.6
4361,OMG! Oh My Girl,Movie,2022.0,Comedy,3.6
4365,Parasite,Movie,2019.0,Drama,3.6
4366,Dasara,Movie,2023.0,Action,3.6
4367,Dead Man Down,Movie,2013.0,Thriller,3.6
4368,Desperados,Movie,2020.0,Comedy,3.6
4369,Dragons: Rescue Riders: Secrets of the Songwing,Movie,2020.0,Animation,3.6
4370,Dynasty Warriors,Movie,2021.0,Fantasy,3.6
4373,Problem Child,Movie,1990.0,Comedy,3.6
4375,Rush Hour,Movie,1998.0,Action,3.6
4376,Sahara,Movie,2017.0,Animation,3.6
4380,Spirit Untamed,Movie,2021.0,Animation,3.6
4382,The Bubble,Movie,2022.0,Comedy,3.6
4383,The Children's Kingdom,Movie,2016.0,Family,3.6
4386,The House Bunny,Movie,2008.0,Comedy,3.6
4388,The Princess Switch 3: Romancing The Star,Movie,2021.0,Romance,3.6
4389,Think Like a Man Too,Movie,2014.0,Romance,3.6
4390,Vendetta,Movie,2015.0,Action,3.6
4391,Walk. Ride. Rodeo.,Movie,2019.0,Drama,3.6
4393,Zodiac,Movie,2007.0,Crime,3.6
4397,Galaxy Quest,Movie,1999.0,Science Fiction,3.6
4398,Get Smart With Money,Movie,2022.0,Documentary,3.6
4399,Godzilla,Movie,1998.0,Science Fiction,3.6
4400,Half Brothers,Movie,2020.0,Comedy,3.6
4401,Harriet,Movie,2019.0,Biography,3.6
4402,He's Just Not That Into You,Movie,2009.0,Romance,3.6
4403,Here Love Lies,Movie,2023.0,Romance,3.6
4405,Parenthood,Movie,1989.0,Comedy,3.5
4406,Pee-wee's Big Holiday,Movie,2016.0,Comedy,3.5
4407,Downfall: The Case Against Boeing,Movie,2022.0,Documentary,3.5
4408,Drive,Movie,2019.0,Action,3.5
4410,Jeremy,Movie,2016.0,Comedy,3.5
4412,Force of Nature,Movie,2020.0,Action,3.5
4413,Gamer,Movie,2009.0,Science Fiction,3.5
4418,Hook,Movie,1991.0,Fantasy,3.5
4420,Ip Man 4: The Finale,Movie,2019.0,Action,3.5
4422,Jarhead 2: Field of Fire,Movie,2014.0,Action,3.5
4423,Jarhead 3: The Siege,Movie,2016.0,Action,3.5
4427,Promising Young Woman,Movie,2020.0,Thriller,3.5
4428,Sense and Sensibility,Movie,1995.0,Romance,3.5
4430,Someone Great,Movie,2019.0,Romance,3.5
4432,Spell,Movie,2020.0,Horror,3.5
4435,Stuart Little 2,Movie,2002.0,Animation,3.5
4439,Tallulah,Movie,2016.0,Drama,3.5
4441,The Bounty Hunter,Movie,2010.0,Comedy,3.5
4442,The Decline,Movie,2020.0,Thriller,3.5
4443,The Hustle,Movie,2019.0,Crime,3.5
4444,The Invisible Guardian,Movie,2017.0,Thriller,3.5
4445,The Notebook,Movie,2004.0,Romance,3.5
4446,The One,Movie,2001.0,Action,3.5
4447,#realityhigh,Movie,2017.0,Comedy,3.5
4450,After,Movie,2019.0,Romance,3.5
4451,All My Life,Movie,2020.0,Drama,3.5
4453,Born on the Fourth of July,Movie,1989.0,War,3.5
4457,Burn Out,Movie,2017.0,Action,3.5
4458,The Siege of Jadotville,Movie,2016.0,War,3.5
4466,Werewolf: The Beast Among Us,Movie,2012.0,Horror,3.5
4467,Kim Bu Aile?,Movie,2022.0,Comedy,3.5
4468,Chloe,Movie,2009.0,Drama,3.5
4469,Code Name: Emperor,Movie,2022.0,Action,3.5
4471,Confession,Movie,2022.0,Crime,3.5
4473,Kuch Kuch Hota Hai,Movie,1998.0,Romance,3.5
4474,Mission Pays Basque,Movie,2017.0,Comedy,3.5
4475,Day of the Dead: Bloodline,Movie,2018.0,Horror,3.5
4477,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Movie,1996.0,Comedy,3.5
4483,Metal Lords,Movie,2022.0,Comedy,3.5
4484,Minnal Murali,Movie,2021.0,Action,3.5
4486,Mudbound,Movie,2017.0,Drama,3.5
4490,Nobody Sleeps in the Woods Tonight 2,Movie,2021.0,Horror,3.5
4492,Pan,Movie,2015.0,Adventure,3.5
4494,The Devil to Pay,Movie,2020.0,Thriller,3.4
4495,The Incredible Hulk,Movie,1977.0,Superhero,3.4
4497,The Roommate,Movie,2011.0,Thriller,3.4
4499,The Silencing,Movie,2020.0,Crime,3.4
4500,Think Like a Man,Movie,2012.0,Romance,3.4
4506,Call Me by Your Name,Movie,2017.0,Drama,3.4
4514,Decibel,Movie,2022.0,Action,3.4
4516,Fletch,Movie,1985.0,Comedy,3.4
4517,Freaky,Movie,2020.0,Horror,3.4
4520,Happy New Year,Movie,2014.0,Comedy,3.4
4524,HIT: The First Case,Movie,2022.0,Crime,3.4
4526,Ip Man 2,Movie,2010.0,Action,3.4
4527,Jumper,Movie,2008.0,Science Fiction,3.4
4530,Kingdom 2: Far and Away,Movie,2022.0,Action,3.4
4531,Life,Movie,2017.0,Science Fiction,3.4
4534,Love Destiny: The Movie,Movie,2022.0,Comedy,3.4
4535,Malibu Rescue,Movie,2019.0,Action,3.4
4540,Animal House,Movie,1978.0,Comedy,3.4
4541,Os Parças,Movie,2017.0,Comedy,3.4
4543,Rabbids Invasion - Mission To Mars,Movie,2021.0,Animation,3.4
4545,Resistance,Movie,2020.0,Drama,3.4
4546,Rush Hour 3,Movie,2007.0,Action,3.4
4551,Skater Girl,Movie,2021.0,Drama,3.4
4554,Ae Dil Hai Mushkil,Movie,2016.0,Romance,3.4
4556,Anacondas: The Hunt for the Blood Orchid,Movie,2004.0,Horror,3.4
4557,Arctic Dogs,Movie,2019.0,Animation,3.4
4558,Beats,Movie,2019.0,Drama,3.4
4560,Bordertown: The Mural Murders,Movie,2021.0,Crime,3.4
4562,Like Stars on Earth,Movie,2007.0,Drama,3.4
4566,"Love, Weddings & Other Disasters",Movie,2020.0,Comedy,3.3
4567,Mirror Mirror,Movie,2012.0,Fantasy,3.3
4569,Nocebo,Movie,2022.0,Thriller,3.3
4570,Not Another Teen Movie,Movie,2001.0,Comedy,3.3
4571,One Piece Film: Z,Movie,2012.0,Animation,3.3
4572,Only Mine,Movie,2019.0,Thriller,3.3
4573,Kryptonim Polska,Movie,2022.0,Comedy,3.3
4574,85 South: Ghetto Legends,Movie,2023.0,Stand-Up,3.3
4576,A 2nd Chance,Movie,2013.0,Drama,3.3
4577,Running with the Devil,Movie,2019.0,Thriller,3.3
4579,Seabiscuit,Movie,2003.0,Drama,3.3
4580,Sniper: Reloaded,Movie,2011.0,Action,3.3
4582,Anikalupo,Movie,2022.0,Drama,3.3
4584,Thunivu,Movie,2023.0,Action,3.3
4585,The 8th Night,Movie,2021.0,Horror,3.3
4586,The Champion of Auschwitz,Movie,2021.0,Drama,3.3
4587,Neighbors 2: Sorority Rising,Movie,2016.0,Comedy,3.3
4588,Between Two Ferns: The Movie,Movie,2019.0,Comedy,3.3
4589,Beyond the Lights,Movie,2014.0,Drama,3.3
4593,Broken City,Movie,2013.0,Action,3.3
4594,Butta Bomma,Movie,2023.0,Drama,3.3
4595,The Courier,Movie,2019.0,Action,3.3
4598,CBI 5: The Brain,Movie,2022.0,Crime,3.3
4599,Coffee & Kareem,Movie,2020.0,Comedy,3.3
4600,The Fundamentals of Caring,Movie,2016.0,Comedy,3.3
4602,David Attenborough: A Life on Our Planet,Movie,2020.0,Documentary,3.3
4603,The Hurt Locker,Movie,2008.0,War,3.3
4605,Don't Blame Karma!,Movie,2022.0,Comedy,3.3
4607,DSP,Movie,2022.0,Action,3.3
4610,The Secret Life of Pets 2,Movie,2019.0,Animation,3.3
4611,The Seven Deadly Sins: Cursed by Light,Movie,2021.0,Animation,3.3
4612,The Ugly Truth,Movie,2009.0,Comedy,3.3
4617,Varalaru Mukkiyam,Movie,2022.0,Comedy,3.3
4620,Fireplace 4K: Crackling Birchwood from Fireplace for Your Home,Movie,2015.0,Stand-Up,3.3
4622,White Fang,Movie,2018.0,Animation,3.3
4623,Gerald's Game,Movie,2017.0,Horror,3.3
4624,Godzilla: King of the Monsters,Movie,2019.0,Science Fiction,3.3
4628,"I, Frankenstein",Movie,2014.0,Fantasy,3.3
4629,Identity Thief,Movie,2013.0,Comedy,3.3
4630,Joe Kidd,Movie,1972.0,Western,3.3
4631,Just Short of Perfect,Movie,2021.0,Comedy,3.3
4633,Larva Pendant,Movie,2022.0,Animation,3.3
4634,Layer Cake,Movie,2004.0,Thriller,3.3
4635,When the Bough Breaks,Movie,2016.0,Horror,3.2
4636,Cleveland Abduction,Movie,2015.0,Crime,3.2
4637,Wonder Woman 1984,Movie,2020.0,Superhero,3.2
4638,Wrong Turn,Movie,2003.0,Horror,3.2
4640,Effie Gray,Movie,2014.0,Drama,3.2
4643,First Knight,Movie,1995.0,Adventure,3.2
4649,Honeymoon,Movie,2022.0,Comedy,3.2
4650,Hop,Movie,2011.0,Animation,3.2
4651,In the Heart of the Sea,Movie,2015.0,Drama,3.2
4652,Intuition,Movie,2020.0,Crime,3.2
4656,Little Evil,Movie,2017.0,Horror,3.2
4666,Resident Evil: The Final Chapter,Movie,2017.0,Horror,3.2
4667,Return to Space,Movie,2022.0,Documentary,3.2
4670,Seven Pounds,Movie,2008.0,Drama,3.2
4671,Silver Linings Playbook,Movie,2012.0,Romance,3.2
4672,The Silver Skates,Movie,2020.0,Romance,3.2
4673,Sommore: Queen Chandelier,Movie,2023.0,Stand-Up,3.2
4675,Step Brothers,Movie,2008.0,Comedy,3.2
4676,Ace Ventura: Pet Detective,Movie,1994.0,Comedy,3.2
4679,Amina,Movie,2021.0,History,3.2
4680,Amistad,Movie,1997.0,Drama,3.2
4682,Amy Schumer: Emergency Contact,Movie,2023.0,Stand-Up,3.2
4686,Debt Collectors,Movie,2020.0,Action,3.2
4687,The Legacy of the Bones,Movie,2019.0,Crime,3.2
4688,The Lost Lotteries,Movie,2022.0,Comedy,3.2
4689,Austin Powers: International Man of Mystery,Movie,1997.0,Comedy,3.2
4690,The Perfect Man,Movie,2005.0,Romance,3.2
4691,The Trap,Movie,2019.0,Comedy,3.2
4694,Trial by Fire,Movie,2019.0,Drama,3.2
4695,Before Valentine's,Movie,2022.0,Romance,3.2
4698,Black Beach,Movie,2020.0,Thriller,3.2
4699,83,Movie,2021.0,Biography,3.1
4700,13: The Musical,Movie,2022.0,Musical,3.1
4701,Mr. Deeds,Movie,2002.0,Comedy,3.1
4703,Mute,Movie,2018.0,Science Fiction,3.1
4704,New Gods: Nezha Reborn,Movie,2021.0,Animation,3.1
4709,Peeples,Movie,2013.0,Romance,3.1
4710,Proud Mary,Movie,2018.0,Thriller,3.1
4712,Reservoir Dogs,Movie,1992.0,Crime,3.1
4713,A Christmas Prince,Movie,2017.0,Romance,3.1
4714,Resident Evil: Afterlife,Movie,2010.0,Horror,3.1
4715,Resident Evil: Retribution,Movie,2012.0,Horror,3.1
4717,Rush Hour 2,Movie,2001.0,Action,3.1
4719,A Man Apart,Movie,2003.0,Action,3.1
4722,Airport 77,Movie,1977.0,Action,3.1
4723,Alive,Movie,1993.0,Thriller,3.1
4724,All Together Now,Movie,2020.0,Drama,3.1
4725,Barbie & Her Sisters in A Pony Tale,Movie,2013.0,Animation,3.1
4726,Barbie and the Magic of Pegasus 3-D,Movie,2005.0,Animation,3.1
4727,Bheed,Movie,2023.0,Drama,3.1
4728,Bill Burr: Live at Red Rocks,Movie,2022.0,Stand-Up,3.1
4733,Buddies from the Neighborhood,Movie,2022.0,Comedy,3.1
4734,Bushwick,Movie,2017.0,Action,3.1
4737,Close Enemies,Movie,2018.0,Drama,3.1
4738,Santana,Movie,2020.0,Action,3.1
4740,Skylines,Movie,2020.0,Science Fiction,3.1
4744,Superbad,Movie,2007.0,Comedy,3.1
4746,The Client,Movie,1994.0,Drama,3.1
4750,The Forest,Movie,2016.0,Horror,3.1
4751,The Glass House,Movie,2001.0,Thriller,3.1
4752,The Good Liar,Movie,2019.0,Crime,3.1
4753,The Killer,Movie,2017.0,Western,3.1
4754,The Losers,Movie,2010.0,Action,3.1
4756,The Mystery of Marilyn Monroe: The Unheard Tapes,Movie,2022.0,Documentary,3.1
4758,Countdown,Movie,2023.0,Drama,3.1
4760,Dope,Movie,2015.0,Drama,3.1
4762,The Seven Deadly Sins: Grudge of Edinburgh Part 1,Movie,2022.0,Animation,3.1
4765,Get Rich or Die Tryin',Movie,2005.0,Crime,3.1
4769,Hard Target,Movie,1993.0,Action,3.1
4770,Horsemen,Movie,2009.0,Crime,3.1
4773,Hush,Movie,2016.0,Horror,3.1
4774,Ibiza,Movie,2019.0,Comedy,3.1
4775,Vanilla Sky,Movie,2001.0,Science Fiction,3.1
4776,War Machine,Movie,2017.0,War,3.1
4777,Illusion,Movie,2021.0,Drama,3.1
4778,Jolt,Movie,2021.0,Action,3.1
4780,Jumping from High Places,Movie,2022.0,Comedy,3.1
4782,King Arthur: Legend of the Sword,Movie,2017.0,Fantasy,3.1
4785,Last Stop 174,Movie,2008.0,Crime,3.1
4786,Line of Duty,Movie,2019.0,Thriller,3.1
4790,Castle in the Sky,Movie,1986.0,Animation,3.0
4794,Chip and Potato: Chip's Holiday,Movie,2022.0,Animation,3.0
4800,Dragon Quest: Your Story,Movie,2019.0,Animation,3.0
4801,Sleepless,Movie,2017.0,Action,3.0
4802,Earth and Blood,Movie,2020.0,Action,3.0
4804,Spotlight,Movie,2015.0,Drama,3.0
4806,Step Sisters,Movie,2018.0,Comedy,3.0
4807,End of Days,Movie,1999.0,Thriller,3.0
4808,Student of the Year,Movie,2012.0,Comedy,3.0
4810,Fifty Shades of Black,Movie,2016.0,Comedy,3.0
4813,Five,Movie,2016.0,Comedy,3.0
4814,The Ninth Gate,Movie,1999.0,Thriller,3.0
4816,The Raid,Movie,2011.0,Action,3.0
4817,The Ruins,Movie,2008.0,Horror,3.0
4819,The Yin Yang Master,Movie,2021.0,Fantasy,3.0
4820,Theo Von: Regular People,Movie,2021.0,Stand-Up,3.0
4822,Tô Ryca!,Movie,2016.0,Comedy,3.0
4825,Wild Child,Movie,2008.0,Drama,3.0
4826,Illegal Lives,Movie,2023.0,Comedy,3.0
4829,Goosebumps 2: Haunted Halloween,Movie,2018.0,Adventure,3.0
4830,Gunpowder Milkshake,Movie,2021.0,Action,3.0
4833,High & Low: The Worst X,Movie,2022.0,Action,3.0
4834,Müjdemi İsterim,Movie,2022.0,Comedy,3.0
4835,How I Fell in Love with a Gangster,Movie,2022.0,Crime,3.0
4837,Into The Wind,Movie,2022.0,Drama,3.0
4839,Irresistible,Movie,2020.0,Comedy,3.0
4842,15 Minutes of War,Movie,2019.0,Action,3.0
4843,The Legend of the Nahuala,Movie,2007.0,Animation,3.0
4844,Les Misérables,Movie,2019.0,Drama,3.0
4845,LOL Surprise: Desfile de invierno,Movie,2022.0,Animation,3.0
4849,Main Hoon Na,Movie,2004.0,Drama,3.0
4851,17 Again,Movie,2009.0,Comedy,3.0
4853,A Cinderella Story,Movie,2004.0,Comedy,3.0
4854,About Time,Movie,2013.0,Romance,3.0
4856,Paper Lives,Movie,2021.0,Drama,3.0
4857,Paul Blart: Mall Cop 2,Movie,2015.0,Comedy,3.0
4863,POKÉMON Detective Pikachu,Movie,2019.0,Adventure,3.0
4868,Qala,Movie,2022.0,Drama,3.0
4869,Bahubali: The Beginning,Movie,2015.0,Fantasy,3.0
4870,Rattlesnake,Movie,2019.0,Horror,3.0
4874,Replicas,Movie,2018.0,Science Fiction,3.0
4877,Believer,Movie,2018.0,Action,3.0
4878,Rising High,Movie,2020.0,Comedy,3.0
4881,Casper,Movie,1995.0,Adventure,3.0
4882,Fireproof,Movie,2008.0,Drama,2.9
4883,Friday Night Lights,Movie,2004.0,Drama,2.9
4885,Grudge,Movie,2021.0,Crime,2.9
4886,Into the Deep: The Submarine Murder Case,Movie,2020.0,Documentary,2.9
4887,Invasion,Movie,2020.0,Science Fiction,2.9
4888,IO,Movie,2019.0,Science Fiction,2.9
4889,Jack the Giant Slayer,Movie,2013.0,Fantasy,2.9
4890,The Ruthless,Movie,2019.0,Crime,2.9
4892,Kabir Singh,Movie,2019.0,Romance,2.9
4894,Lavender,Movie,2016.0,Horror,2.9
4895,The Social Dilemma,Movie,2020.0,Documentary,2.9
4896,Midsommar,Movie,2019.0,Horror,2.9
4897,The Tale of Despereaux,Movie,2008.0,Animation,2.9
4908,Mister Mummy,Movie,2022.0,Comedy,2.9
4911,My Octopus Teacher,Movie,2020.0,Documentary,2.9
4912,Need for Speed,Movie,2014.0,Action,2.9
4914,Obsessed,Movie,2009.0,Thriller,2.9
4915,Offering to the Storm,Movie,2020.0,Thriller,2.9
4918,Ricky Gervais: SuperNature,Movie,2022.0,Stand-Up,2.9
4919,Ride Along,Movie,2014.0,Comedy,2.9
4920,Robbing Mussolini,Movie,2022.0,Comedy,2.9
4922,Rose Island,Movie,2020.0,Comedy,2.9
4923,Rurouni Kenshin Part III: The Legend Ends,Movie,2014.0,Action,2.9
4927,Black Knight,Movie,2001.0,Adventure,2.9
4928,Black Mirror: Bandersnatch,Movie,2018.0,Science Fiction,2.9
